앱이름,유저이름,리뷰날짜,평점,리뷰의 좋아요 개수,리뷰 내용,전처리1,spell_check
당근마켓,문시우,2022년 2월 21일,1,2.0,몇번을 시도해봤는데 인증문자가 안오네요. 어떡해된거진모르겠는데 인증문자가안오니까 할수가없네요 고쳐주었으면좋겠습니다.,몇번을 시도해봤는데 인증문자가 안오네요 어떡해된거진모르겠는데 인증문자가안오니까 할수가없네요 고쳐주었으면좋겠습니다,몇 번을 시도해봤는데 인증 문자가 안 오네요 어떻게 된 거진 모르겠는데 인증 문자가 안 오니까 할 수가 없네요 고쳐주었으면 좋겠습니다
당근마켓,모닥불,2020년 10월 8일,4,8.0,좋아요. 근데 블루투스 키보드 사용할 때 엔터키나 다른키 조합으로 보내기 기능이 추가 되기를 바랍니다. 실컷 작성하고 마지막에 일일이 눌러줘야 하니 불편합니다. 그리고 가능하다면 pc버젼도 있었으면 합니다. 문자 주고 받다가 전화와서 놓치는 경우가 많아요,좋아요 근데 블루투스 키보드 사용할 때 엔터키나 다른키 조합으로 보내기 기능이 추가 되기를 바랍니다 실컷 작성하고 마지막에 일일이 눌러줘야 하니 불편합니다 그리고 가능하다면 pc버젼도 있었으면 합니다 문자 주고 받다가 전화와서 놓치는 경우가 많아요,좋아요 근데 블루투스 키보드 사용할 때 엔터 키나 다른 키 조합으로 보내기 기능이 추가되기를 바랍니다 실컷 작성하고 마지막에 일일이 눌러줘야 하니 불편합니다 그리고 가능하다면 pc버전도 있었으면 합니다 문자 주고받다가 전화 와서 놓치는 경우가 많아요
당근마켓,손상우,2021년 5월 9일,2,23.0,거래약속을 잡고 상대방이 일방적으로 차단을 하면 판매자입장에서 정말 답답합니다. 따로 신고를 넣어도 당사자한테는 아무런 영향이 없고 아예 이런 특수한 상황을 만들어 3번 누적신고가 들어오면 계정 정지라던지 규정을 만들어 주셨으면 합니다. 당근하면서 이런일이 너무 빈번하게 일어나서 이렇게 글씁니다. 항상 고생 많으시고 당근마켓 화이팅입니다!,거래약속을 잡고 상대방이 일방적으로 차단을 하면 판매자입장에서 정말 답답합니다 따로 신고를 넣어도 당사자한테는 아무런 영향이 없고 아예 이런 특수한 상황을 만들어 번 누적신고가 들어오면 계정 정지라던지 규정을 만들어 주셨으면 합니다 당근하면서 이런일이 너무 빈번하게 일어나서 이렇게 글씁니다 항상 고생 많으시고 당근마켓 화이팅입니다 ,거래 약속을 잡고 상대방이 일방적으로 차단을 하면 판매자 입장에서 정말 답답합니다 따로 신고를 넣어도 당사자한테는 아무런 영향이 없고 아예 이런 특수한 상황을 만들어 번 누적 신고가 들어오면 계정 정지라든지 규정을 만들어 주셨으면 합니다 당연하면서 이런 일이 너무 빈번하게 일어나서 이렇게 글 씁니다 항상 고생 많으시고 당근 마켓 파이팅입니다
당근마켓,주원,2020년 7월 21일,5,,사기꾼이 판치는 중고나라보다는 당근마켓이 확실한거 같습니다. 당근마켓을 시작하고 나서 집안에 사용하지 않았던 물건들을 손쉽게 거래할수 있었고 불필요한 물건들도 정리를 할수 있었습니다. 집안도 정리되고 일석이조 효과. 지급도 안쓰는 물건 뭐 없나 뭘 팔아볼까 찾아보는 중이에요. ㅎㅎ 장사도 잼나네요,사기꾼이 판치는 중고나라보다는 당근마켓이 확실한거 같습니다 당근마켓을 시작하고 나서 집안에 사용하지 않았던 물건들을 손쉽게 거래할수 있었고 불필요한 물건들도 정리를 할수 있었습니다 집안도 정리되고 일석이조 효과 지급도 안쓰는 물건 뭐 없나 뭘 팔아볼까 찾아보는 중이에요 장사도 잼나네요,사기꾼이 판치는 중고나라보다는 당근 마켓이 확실한 거 같습니다 당근 마켓을 시작하고 나서 집안에 사용하지 않았던 물건들을 손쉽게 거래할 수 있었고 불필요한 물건들도 정리를 할 수 있었습니다 집안도 정리되고 일석이조 효과 지급도 안 쓰는 물건 뭐 없나 뭘 팔아볼까 찾아보는 중이에요 장사도 재미나네요
당근마켓,윤정아,2021년 9월 27일,5,,물건 몇개 팔았고 동네 인증도 있어서 안심도 됬어요. 글고 물건을 팔거나 거래를 하면 그...트로피? 아닌가? 그 트로피 같은 걸 줘서 웬지 성취감도 들고 좋았어요. 많이 팔지는 못했지만...아쉽지만...! 그게 앱 탓은 아니죠. 아 글고 약속 1시간 전에는 통화할 수 있어서 좋았어요. 사기도 별로 없고 괜찮은거 같아요.,물건 몇개 팔았고 동네 인증도 있어서 안심도 됬어요 글고 물건을 팔거나 거래를 하면 그 트로피 아닌가 그 트로피 같은 걸 줘서 웬지 성취감도 들고 좋았어요 많이 팔지는 못했지만 아쉽지만 그게 앱 탓은 아니죠 아 글고 약속 시간 전에는 통화할 수 있어서 좋았어요 사기도 별로 없고 괜찮은거 같아요,물건 몇 개 팔았고 동네 인증도 있어서 안심도 됐어요 그리고 물건을 팔거나 거래를 하면 그 트로피 아닌가 그 트로피 같은 걸 줘서 왠지 성취감도 들고 좋았어요 많이 팔지는 못했지만 아쉽지만 그게 앱 탓은 아니죠 아 그리고 약속 시간 전에는 통화할 수 있어서 좋았어요 사기도 별로 없고 괜찮은 거 같아요
당근마켓,김미정,2020년 11월 22일,5,19.0,"중고거래 하면 생각나는 중○○라에 올렸을 때는 거래가 원활하지 않았었는데, 당근마켓은 올리면 바로바로 거래가 되는게 엄청 신기해요. 당근마켓은 채팅으로 바로 확인되고 바로 약속시간 잡을수 있어 거래완료로 이어지고 정말 신기해요. 방금도 거래 완료되었습니다. 당근마켓 감사합니다. 진짜 감사하게 잘 이용하고 있습니다.",중고거래 하면 생각나는 중 라에 올렸을 때는 거래가 원활하지 않았었는데 당근마켓은 올리면 바로바로 거래가 되는게 엄청 신기해요 당근마켓은 채팅으로 바로 확인되고 바로 약속시간 잡을수 있어 거래완료로 이어지고 정말 신기해요 방금도 거래 완료되었습니다 당근마켓 감사합니다 진짜 감사하게 잘 이용하고 있습니다,중고거래하면 생각나는 중 라에 올렸을 때는 거래가 원활하지 않았었는데 당근 마켓은 올리면 바로바로 거래가 되는 게 엄청 신기해요 당근 마켓은 채팅으로 바로 확인되고 바로 약속시간 잡을 수 있어 거래 완료로 이어지고 정말 신기해요 방금도 거래 완료되었습니다 당근 마켓 감사합니다 진짜 감사하게 잘 이용하고 있습니다
당근마켓,우정,2021년 12월 12일,5,,다다다 너무 좋아요! 근데 현재 활동하고 있는지 안 하고 있는지 알 수 있었으면 좋겠어요 ㅠㅠ 그리구 전에 이모티콘이 더 나은 거 같ㅇ구...,다다다 너무 좋아요 근데 현재 활동하고 있는지 안 하고 있는지 알 수 있었으면 좋겠어요 그리구 전에 이모티콘이 더 나은 거 같 구,다다다 너무 좋아요 근데 현재 활동하고 있는지 안 하고 있는지 알 수 있었으면 좋겠어요 그리고 전에 이모티콘이 더 나은 거 같 구
당근마켓,함성경,2019년 1월 6일,5,,참좋은마켓이며 많은 도움을 받고 있읍니다. 한가지 아쉬운점이 있다면 번개장터. 헬로마켓 등은 모바일과 PC 에서도 사용할수 있읍니다. 당근마켓도 위와같이 사용할수있게 하였으면 하는 바램에 요청 드려도 되는지요?,참좋은마켓이며 많은 도움을 받고 있읍니다 한가지 아쉬운점이 있다면 번개장터 헬로마켓 등은 모바일과 PC 에서도 사용할수 있읍니다 당근마켓도 위와같이 사용할수있게 하였으면 하는 바램에 요청 드려도 되는지요 ,참 좋은 마켓이며 많은 도움을 받고 있습니다 한가지 아쉬운 점이 있다면 번개장터 헬로마켓 등은 모바일과 PC에서도 사용할 수 있습니다 당근 마켓도 위와 같이 사용할 수 있게 하였으면 하는 바람에 요청드려도 되는지요 
당근마켓,SeongEun Jeon,2020년 9월 8일,5,81.0,"재밋음. 집에 돌아댕기는 물건도 정리, 싼값에 파니까 신속한 처분 가능, 또 잘 만나고 오면 구매자분이 후기 잘 남겨주시는 게 뿌듯하기도 하고, 또 어플 내 시스템에 뱃지도 획득 가능하고.. 그냥 중고거래 어플중 하나겠지 했는데 넘 귀엽고 재미 쏠쏠합니닷ㅋㅋ:) 아직 팔 물건은 많이 남았다..!",재밋음 집에 돌아댕기는 물건도 정리 싼값에 파니까 신속한 처분 가능 또 잘 만나고 오면 구매자분이 후기 잘 남겨주시는 게 뿌듯하기도 하고 또 어플 내 시스템에 뱃지도 획득 가능하고 그냥 중고거래 어플중 하나겠지 했는데 넘 귀엽고 재미 쏠쏠합니닷 아직 팔 물건은 많이 남았다 ,재밌음 집에 돌아다니는 물건도 정리 싼값에 파니까 신속한 처분 가능 또 잘 만나고 오면 구매자분이 후기 잘 남겨주시는 게 뿌듯하기도 하고 또 어플 내 시스템에 배지도 획득 가능하고 그냥 중고거래 어플 중 하나겠지 했는데 너무 귀엽고 재미 쏠쏠합니다 아직 팔 물건은 많이 남았다 
당근마켓,김영미 해피헐TV,2022년 4월 28일,3,,"당근 구매자의 이야기만 듣고 1년이란 거래정지를 시켰음은 너무 가혹하다 생각합니다. 그 여자분은 조선족동포였고,그 일이 있고 난뒤 줄줄이 불평문자를 보냈지만 확인을 못하고 이제서야 봤더니 ...... ""당근사용못하게하겠다"" 가 끝문자였네요. 분명히 밝은곳에가서 사이즈며 새상품임을 확인했놓고서는 그자리서 좋다고 고맙다고 가놓고 90이네 95네 사이즈 핑계댄 사람이었어요. 저는 중국어통역사여서 출장가면 한국 무역회사사장님들이 제일 싫어하는게 조선족이에요. 자기 이권 다 챙기고 숨고 도망가버리는... 그 여자분이 끝까지 물고 늘어지는게 ...
전체 리뷰",당근 구매자의 이야기만 듣고 년이란 거래정지를 시켰음은 너무 가혹하다 생각합니다 그 여자분은 조선족동포였고 그 일이 있고 난뒤 줄줄이 불평문자를 보냈지만 확인을 못하고 이제서야 봤더니 당근사용못하게하겠다 가 끝문자였네요 분명히 밝은곳에가서 사이즈며 새상품임을 확인했놓고서는 그자리서 좋다고 고맙다고 가놓고 이네 네 사이즈 핑계댄 사람이었어요 저는 중국어통역사여서 출장가면 한국 무역회사사장님들이 제일 싫어하는게 조선족이에요 자기 이권 다 챙기고 숨고 도망가버리는 그 여자분이 끝까지 물고 늘어지는게 전체 리뷰,당근 구매자의 이야기만 듣고 년이란 거래정지를 시켰음은 너무 가혹하다 생각합니다 그 여자분은 조선족 동포였고 그 일이 있고 난 뒤 줄줄이 불평 문자를 보냈지만 확인을 못하고 이제서야 봤더니 당근 사용 못 하게 하겠다 가 끝 문자였네요 분명히 밝은 곳에 가서 사이즈며 새 상품임을 확인했노고 서는 그 자리서 좋다고 고맙다고 가놓고 이네 네 사이즈 핑계 댄 사람이었어요 저는 중국어 통역사여서 출장 가면 한국 무역회사 사장님들이 제일 싫어하는 게 조선족이에요 자기 이권 다 챙기고 숨고 도망가 버리는 그 여자분이 끝까지 물고 늘어지는 게 전체 리뷰
당근마켓,J U.o,2021년 4월 2일,1,,"번호를 새로바꾼후 어플을 깔아는데 바뀐번호가 사기문의가 있었던 번호였나봅니다 .그부분 문의 해보니 가입일자가 기재된 자료가 필요하다기에 해당 아이디정보 내역에 가입일자 기재되어있기에 그부분을 캡쳐해서 첨부 했더니 핸드폰번호 가입일자내역이 필요하다며 같은 답변만 반복하네요 애초에 이런인증부분 개선되야되는 부분같네요. 다른방법을 제시한것도 없이 같은말만 되풀이 최악입니다 어느 누구가 어플하나에 인증이 필요하다는 이유로 통신사까지 직접 방문해서 서류를 떼나요. 다른방법으로 인증하겠끔 개설 해주시길^^ 화가나게하는 고객센터를 탓해야하는건지...
전체 리뷰",번호를 새로바꾼후 어플을 깔아는데 바뀐번호가 사기문의가 있었던 번호였나봅니다 그부분 문의 해보니 가입일자가 기재된 자료가 필요하다기에 해당 아이디정보 내역에 가입일자 기재되어있기에 그부분을 캡쳐해서 첨부 했더니 핸드폰번호 가입일자내역이 필요하다며 같은 답변만 반복하네요 애초에 이런인증부분 개선되야되는 부분같네요 다른방법을 제시한것도 없이 같은말만 되풀이 최악입니다 어느 누구가 어플하나에 인증이 필요하다는 이유로 통신사까지 직접 방문해서 서류를 떼나요 다른방법으로 인증하겠끔 개설 해주시길 화가나게하는 고객센터를 탓해야하는건지 전체 리뷰,번호를 새로 바꾼 후 어플을 깔았는데 바뀐 번호가 사기 문의가 있었던 번호였나 봅니다 그 부분 문의해보니 가입일자가 기재된 자료가 필요하다기에 해당 아이디 정보 내역에 가입일자 기재되어있기에 그 부분을 캡처해서 첨부했더니 핸드폰 번호 가입일자 내역이 필요하다며 같은 답변만 반복하네요 애초에 이런 인증 부분 개선되야 되는 부분 같네요 다른 방법을 제시한 것도 없이 같은 말만 되풀이 최악입니다 어느 누구가 어플 하나에 인증이 필요하다는 이유로 통신사까지 직접 방문해서 서류를 떼나요 다른 방법으로 인증하게끔 개설해주시길 화가 나게 하는 고객센터를 탓해야 하는 건지 전체 리뷰
당근마켓,오지훈2,2022년 5월 9일,1,1.0,제가거북이파는것도아니고종이궁금해서 올렸는데 당근측에서 정지시켰네요 ㅎㅎ 자세히읽어보고정지시켜주세요 답좀해주세요 뭐가문제인지 궁금해서올린게시물때문에왜정지????,제가거북이파는것도아니고종이궁금해서 올렸는데 당근측에서 정지시켰네요 자세히읽어보고정지시켜주세요 답좀해주세요 뭐가문제인지 궁금해서올린게시물때문에왜정지 ,제가 거북이 파는 것도 아니고 종이 궁금해서 올렸는데 당근 측에서 정지시켰네요 자세히 읽어보고 정지시켜주세요 답 좀 해주세요 뭐가 문제인지 궁금해서 올린 게시물 때문에 왜 정지
당근마켓,완두콩,2022년 3월 19일,1,,나무 잘사용하고 있는데 오늘 계정이 3일 정지를 먹었네요 ㅋ 뭐 한게없는데 너무 어이없어요 웬만하면 비추,나무 잘사용하고 있는데 오늘 계정이 일 정지를 먹었네요 뭐 한게없는데 너무 어이없어요 웬만하면 비추,나무 잘 사용하고 있는데 오늘 계정이 일 정지를 먹었네요 뭐한 게 없는데 너무 어이없어요 웬만하면 비추
당근마켓,sun shower,2022년 1월 29일,3,,무료 나눔 시 중간에 잠수타시는 분들이 있는 거 빼고는 아직은 만족하며 사용하고 있어요. 무료나눔이라도 상대방 활동 정보를 잘 확인해야겠어요.,무료 나눔 시 중간에 잠수타시는 분들이 있는 거 빼고는 아직은 만족하며 사용하고 있어요 무료나눔이라도 상대방 활동 정보를 잘 확인해야겠어요,무료 나눔 시 중간에 잠적하시는 분들이 있는 거 빼고는 아직은 만족하며 사용하고 있어요 무료 나눔이라도 상대방 활동 정보를 잘 확인해야겠어요
당근마켓,정러블리,2020년 12월 6일,4,1.0,"여러가지로 유익한앱이에요^^♡요즘 최애앱 당근에 푹빠졌어요 물건에 다시 주인도 찾아주고 집정리도되고 작지만 수입도 생기고 동네와 사람에 대한 애정도 높아지는것같아요^^ 무료나눔하고 감사인사듣거나 도움이 되었을때 오는 뿌듯함과 기쁨은 돈으로 환산안되는것 같아요 몇가지 개선해주셨음 하는부분은 개인상점에 카테고리 별로 분류되어 볼수있었음싶어요 몇백개씩 많이 올리신분들 상점가보면 끝도없이 스크롤 내리고있는것 같아요 보고싶은것만 찾아보면 좋을것같아요 또 한번 봤던 물건들은 ^최근에 본 상품^으로 볼수있음 좋겠어요 한번보고 관심표시 안하고 지...
전체 리뷰",여러가지로 유익한앱이에요 요즘 최애앱 당근에 푹빠졌어요 물건에 다시 주인도 찾아주고 집정리도되고 작지만 수입도 생기고 동네와 사람에 대한 애정도 높아지는것같아요 무료나눔하고 감사인사듣거나 도움이 되었을때 오는 뿌듯함과 기쁨은 돈으로 환산안되는것 같아요 몇가지 개선해주셨음 하는부분은 개인상점에 카테고리 별로 분류되어 볼수있었음싶어요 몇백개씩 많이 올리신분들 상점가보면 끝도없이 스크롤 내리고있는것 같아요 보고싶은것만 찾아보면 좋을것같아요 또 한번 봤던 물건들은 최근에 본 상품 으로 볼수있음 좋겠어요 한번보고 관심표시 안하고 지 전체 리뷰,여러 가지로 유익한 앱이에요 요즘 최애 앱 당근에 푹 빠졌어요 물건에 다시 주인도 찾아주고 집 정리도 되고 작지만 수입도 생기고 동네와 사람에 대한 애정도 높아지는 것 같아요 무료 나눔 하고 감사 인사 듣거나 도움이 되었을 때 오는 뿌듯함과 기쁨은 돈으로 환산 안 되는 것 같아요 몇 가지 개선해주셨으면 하는 부분은 개인상점에 카테고리 별로 분류되어 볼 수 있었으면 싶어요 몇백 개씩 많이 올리신 분들 상점가 보면 끝도 없이 스크롤 내리고 있는 것 같아요 보고 싶은 것만 찾아보면 좋을 것 같아요 또 한 번 봤던 물건들은 최근에 본 상품으로 볼 수 있으면 좋겠어요 한번 보고 관심 표시 안 하고 지 전체 리뷰
당근마켓,황인재,2022년 2월 21일,1,2.0,skt통신사 사용중이고 LG G7+ 사용 중인데 어플 설치 후 인증문자가 오지를 않습니다. 어떤 문제인지 감도 안오는데 답변 부탁드립니다.,skt통신사 사용중이고 LG G 사용 중인데 어플 설치 후 인증문자가 오지를 않습니다 어떤 문제인지 감도 안오는데 답변 부탁드립니다,skt 통신사 사용 중이고 LG G 사용 중인데 어플 설치 후 인증 문자가 오지를 않습니다 어떤 문제인지 감도 안 오는데 답변 부탁드립니다
당근마켓,룡룡,2020년 12월 12일,3,,잘 쓰고 있습니다🥕🥕 하나 말씀드리고 싶은 건 관심목록 저장 시 폴더 별로 정리할 수 있게 해주셨음 좋겠습니다. 아무래도 여러 대안 중 비교해서 구매하곤 하는데 그때 항목별로 정리 된 폴더에서 한 눈에 봤으면 좋겠어서요!,잘 쓰고 있습니다 하나 말씀드리고 싶은 건 관심목록 저장 시 폴더 별로 정리할 수 있게 해주셨음 좋겠습니다 아무래도 여러 대안 중 비교해서 구매하곤 하는데 그때 항목별로 정리 된 폴더에서 한 눈에 봤으면 좋겠어서요 ,잘 쓰고 있습니다 하나 말씀드리고 싶은 건 관심 목록 저장 시 폴더 별로 정리할 수 있게 해주셨으면 좋겠습니다 아무래도 여러 대안 중 비교해서 구매하곤 하는데 그때 항목별로 정리된 폴더에서 한눈에 봤으면 좋게 어서요
당근마켓,이상현,2021년 2월 16일,4,26.0,"잘 사용중이나, 2가지 문제가 있네요. 1. 태블릿용 당근앱 안만드시나요? 카톡도 최근에 태블릿용앱 배포중인데..집에서 넓직한 태블릿 두고 핸드폰으로만 봐야 하네요. 그리고, 거실에서 태블릿 쓰다가 당근앱 보려면... 스마트폰 찾아서 방까지 가야 되요..정말 너무너무 불편해요. 2. 경쟁사앱 처럼 택배거래도 가능했으면 합니다. 물건 팔때 택배거래 요청 은근히 많아서..물건 팔땐 경쟁사앱을 쓸수밖에 없네요.",잘 사용중이나 가지 문제가 있네요 태블릿용 당근앱 안만드시나요 카톡도 최근에 태블릿용앱 배포중인데 집에서 넓직한 태블릿 두고 핸드폰으로만 봐야 하네요 그리고 거실에서 태블릿 쓰다가 당근앱 보려면 스마트폰 찾아서 방까지 가야 되요 정말 너무너무 불편해요 경쟁사앱 처럼 택배거래도 가능했으면 합니다 물건 팔때 택배거래 요청 은근히 많아서 물건 팔땐 경쟁사앱을 쓸수밖에 없네요,잘 사용 중이나 가지 문제가 있네요 태블릿용 당근 앱 안 만드시나요 카톡도 최근에 태블릿용 앱 배포 중인데 집에서 널찍한 태블릿 두고 핸드폰으로만 봐야 하네요 그리고 거실에서 태블릿 쓰다가 당근 앱 보려면 스마트폰 찾아서 방까지 가야 돼요 정말 너무너무 불편해요 경쟁사 앱처럼 택배 거래도 가능했으면 합니다 물건 팔 때 택배 거래 요청 은근히 많아서 물건 팔 땐 경쟁사 앱을 쓸 수밖에 없네요
당근마켓,김경미,2022년 4월 26일,5,,거래잘하고~ 아주 만족하고 있으며 ㅋ 사용잘하는 어플입니다,거래잘하고 아주 만족하고 있으며 사용잘하는 어플입니다,거래 잘하고 아주 만족하고 있으며 사용 잘하는 어플입니다
당근마켓,김영숙,2022년 4월 29일,1,,아니 제친구들은 서로 욕도 주고받는 사은데 친구가 계속해서 더 이상 못참아서 한번말한거가지고 7일동안 못 쓰게 되서 너무 많이 억울해요,아니 제친구들은 서로 욕도 주고받는 사은데 친구가 계속해서 더 이상 못참아서 한번말한거가지고 일동안 못 쓰게 되서 너무 많이 억울해요,아니 제 친구들은 서로 욕도 주고받는 사는데 친구가 계속해서 더 이상 못 참아서 한번 말한 거 가지고 일 동안 못 쓰게 돼서 너무 많이 억울해요
당근마켓,짜빠,2021년 3월 10일,3,,업데이트 이후에 관심 목록이 추가되지 않습니다 앱삭제후에 재설치해도 안되고 해결방법좀 알려주세요 압데이트 이후 키워드 알림 화면에서 상하로 드래그 할때 옆화면으로 넘어가지는 현상이 심해서 사용이 불편해졌네요 개선바랍니다,업데이트 이후에 관심 목록이 추가되지 않습니다 앱삭제후에 재설치해도 안되고 해결방법좀 알려주세요 압데이트 이후 키워드 알림 화면에서 상하로 드래그 할때 옆화면으로 넘어가지는 현상이 심해서 사용이 불편해졌네요 개선바랍니다,업데이트 이후에 관심 목록이 추가되지 않습니다 앱 삭제 후에 재설치해도 안되고 해결 방법 좀 알려주세요 압데이트 이후 키워드 알림 화면에서 상하로 드래그할 때 옆 화면으로 넘어가지는 현상이 심해서 사용이 불편해졌네요 개선 바랍니다
당근마켓,Google 사용자,2019년 3월 2일,5,10.0,당근이 있어서 넘 좋아요.최고랍니다. 내게는 필요없지만 어느분한데는 필요한 물건이기에 나역시 조금 싸게 팔고 싸게 살수 있음에 당근 사이트를 어느분이 만드셧는지 밥이라도 사드리고싶어요. 다시한번 감사드립니다. 다락에서 잠자는 물건들 정리할 기회를 주셔서 감사 감사 합니다. 많은 분들이 이런 좋은 공간에 함께 하고싶어요.,당근이 있어서 넘 좋아요 최고랍니다 내게는 필요없지만 어느분한데는 필요한 물건이기에 나역시 조금 싸게 팔고 싸게 살수 있음에 당근 사이트를 어느분이 만드셧는지 밥이라도 사드리고싶어요 다시한번 감사드립니다 다락에서 잠자는 물건들 정리할 기회를 주셔서 감사 감사 합니다 많은 분들이 이런 좋은 공간에 함께 하고싶어요,당근이 있어서 너무 좋아요 최고랍니다 내게는 필요 없지만 어느 분한데는 필요한 물건이기에 나 역시 조금 싸게 팔고 싸게 살수 있음에 당근 사이트를 어느 분이 만드셨는지 밥이라도 사드리고 싶어요 다시 한번 감사드립니다 다락에서 잠자는 물건들 정리할 기회를 주셔서 감사 감사합니다 많은 분들이 이런 좋은 공간에 함께 하고 싶어요
당근마켓,SH H,2021년 2월 24일,4,1.0,"피아노를 판매하려는데 물건을 게시할때 사진 뿐 아니라 동영상도 올릴 수 있으면 좋겠습니다. 그러면 물건을 보고 사는 구매자 입장에서, 더 제대로된 정보를 가지고 신뢰하여 물건을 구매할 수 있으니, 팔고자하는 제품의 사진 뿐 아니라 동영상도 올릴 수 있는 기능을 추가하였으면 좋겠습니다.",피아노를 판매하려는데 물건을 게시할때 사진 뿐 아니라 동영상도 올릴 수 있으면 좋겠습니다 그러면 물건을 보고 사는 구매자 입장에서 더 제대로된 정보를 가지고 신뢰하여 물건을 구매할 수 있으니 팔고자하는 제품의 사진 뿐 아니라 동영상도 올릴 수 있는 기능을 추가하였으면 좋겠습니다,피아노를 판매하려는데 물건을 게시할 때 사진뿐 아니라 동영상도 올릴 수 있으면 좋겠습니다 그러면 물건을 보고 사는 구매자 입장에서 더 제대로 된 정보를 가지고 신뢰하여 물건을 구매할 수 있으니 팔고자 하는 제품의 사진뿐 아니라 동영상도 올릴 수 있는 기능을 추가하였으면 좋겠습니다
당근마켓,신성수,2021년 2월 14일,5,68.0,코로나 때문에 비대면 까진은 이해하지만 선입금 유도는 좀 아닌거 같습니다. 당근마켓이 1대1로 물건을 보고 사는 건데 물건 보지도 않고 돈부터 보내라는게 점점 늘고 있는 거 같아서 많이 불편하네요 그리고 사고나서 바로 확인이 안되는 물건들은 환불할 수 있는 기능이 있으면 좋겠네요. 거래하고 불편사항은 직접 쓸 수 있게 해줬으면 좋겠습니다~ 처음에는 참 좋았는데 가면 갈수록 악용하는 사람이 많은거 같네요~!,코로나 때문에 비대면 까진은 이해하지만 선입금 유도는 좀 아닌거 같습니다 당근마켓이 대 로 물건을 보고 사는 건데 물건 보지도 않고 돈부터 보내라는게 점점 늘고 있는 거 같아서 많이 불편하네요 그리고 사고나서 바로 확인이 안되는 물건들은 환불할 수 있는 기능이 있으면 좋겠네요 거래하고 불편사항은 직접 쓸 수 있게 해줬으면 좋겠습니다 처음에는 참 좋았는데 가면 갈수록 악용하는 사람이 많은거 같네요 ,코로나 때문에 비대면 까진은 이해하지만 선입금 유도는 좀 아닌 거 같습니다 당근 마켓이 대로 물건을 보고 사는 건데 물건 보지도 않고 돈부터 보내라는 게 점점 늘고 있는 거 같아서 많이 불편하네요 그리고 사고 나서 바로 확인이 안되는 물건들은 환불할 수 있는 기능이 있으면 좋겠네요 거래하고 불편사항은 직접 쓸 수 있게 해줬으면 좋겠습니다 처음에는 참 좋았는데 가면 갈수록 악용하는 사람이 많은 거 같네요 
당근마켓,밍C MingC,2022년 5월 13일,1,1.0,다른 지역도 아니고 바로 옆 인데 그 지역이 아니라서 안된다니요 ㅋㅋㅋ 진짜 불편하네요,다른 지역도 아니고 바로 옆 인데 그 지역이 아니라서 안된다니요 진짜 불편하네요,다른 지역도 아니고 바로 옆인데 그 지역이 아니라서 안된다니요 진짜 불편하네요
당근마켓,김기훈,2021년 5월 27일,4,1.0,OS 안드 10입니다. 이번에 업데이트 후 이미지도 늦게 뜨고 전체적으로 앱에 버퍼링이 심합니다. (재부팅하고 스마트 닥터로 정리 한 번 하니 오류 사라졌네요.),OS 안드 입니다 이번에 업데이트 후 이미지도 늦게 뜨고 전체적으로 앱에 버퍼링이 심합니다 재부팅하고 스마트 닥터로 정리 한 번 하니 오류 사라졌네요 ,OS 안 드립니다 이번에 업데이트 후 이미지도 늦게 뜨고 전체적으로 앱에 버퍼링이 심합니다 재부팅하고 스마트 닥터로 정리 한 번 하니 오류 사라졌네요 
당근마켓,영쓰,2020년 6월 22일,4,3.0,"전화번호 교환없이도 전화를 걸수있는 시스템을 만들면 좋겠어요^^; 번호 교환하기 꺼려하셔서 번호 교환 안했는데 도착해서 채팅안읽으면 기다리는 사람은 마냥 기다려야 하나요,,ㅜㅜ 그리고 알림 진동모드 설정도 세분화했음 좋겠어요.. 찜한거나 이런건 너무 자주울려서 싫은데 채팅알람만 무조건 진동모드로 해놓고 싶어용ㅎ",전화번호 교환없이도 전화를 걸수있는 시스템을 만들면 좋겠어요 번호 교환하기 꺼려하셔서 번호 교환 안했는데 도착해서 채팅안읽으면 기다리는 사람은 마냥 기다려야 하나요 그리고 알림 진동모드 설정도 세분화했음 좋겠어요 찜한거나 이런건 너무 자주울려서 싫은데 채팅알람만 무조건 진동모드로 해놓고 싶어용 ,전화번호 교환 없이도 전화를 걸 수 있는 시스템을 만들면 좋겠어요 번호 교환하기 꺼려 하셔서 번호 교환 안 했는데 도착해서 채팅 안 읽으면 기다리는 사람은 마냥 기다려야 하나요 그리고 알림 진동모드 설정도 세분화했으면 좋겠어요 찜 한 거나 이런 건 너무 자주 울려서 싫은데 채팅 알람만 무조건 진동모드로 해놓고 싶어요
