앱이름,유저이름,리뷰날짜,평점,리뷰의 좋아요 개수,리뷰 내용,전처리1,spell_check
당근마켓,초면,2021년 8월 28일,3,,너무 잘 사용하고 있는데 다른 지역 상품도 원하면 볼 수 있게 해줬으면 좋겠어요.. 그리고 요즘 물품 검색을 할때 이상하게 다른 물품으로 검색되며 글자도 똑바로 쳐지지 않아서 너무 불편해요.,너무 잘 사용하고 있는데 다른 지역 상품도 원하면 볼 수 있게 해줬으면 좋겠어요 그리고 요즘 물품 검색을 할때 이상하게 다른 물품으로 검색되며 글자도 똑바로 쳐지지 않아서 너무 불편해요,너무 잘 사용하고 있는데 다른 지역 상품도 원하면 볼 수 있게 해줬으면 좋겠어요 그리고 요즘 물품 검색을 할 때 이상하게 다른 물품으로 검색되며 글자도 똑바로 쳐지지 않아서 너무 불편해요
당근마켓,곤충지기TV,2022년 2월 2일,4,,너무 다 좋은데 판매상품에 댓글같은것도 달수있었으면 좋겠어요! 이거 개선되면 별 5개 될듯!,너무 다 좋은데 판매상품에 댓글같은것도 달수있었으면 좋겠어요 이거 개선되면 별 개 될듯 ,너무 다 좋은데 판매 상품에 댓글 같은 것도 달수 있었으면 좋겠어요 이거 개선되면 별 개 될 듯
당근마켓,백조,2019년 10월 9일,5,12.0,간편하게 올리고 쉽게 거래하기에 너무 편합니다. 이런 앱이 없었다면 새것들인데도 그냥 버려질수밖에 없었을텐데 필요한분들에게 착한가격으로 드릴수 있어 너무 다행입니다. 쓰레기 만들지 않아서 더 좋은거같습니다.,간편하게 올리고 쉽게 거래하기에 너무 편합니다 이런 앱이 없었다면 새것들인데도 그냥 버려질수밖에 없었을텐데 필요한분들에게 착한가격으로 드릴수 있어 너무 다행입니다 쓰레기 만들지 않아서 더 좋은거같습니다,간편하게 올리고 쉽게 거래하기에 너무 편합니다 이런 앱이 없었다면 새것들인데도 그냥 어려질 수밖에 없었을 텐데 필요한 분들에게 착한 가격으로 드릴 수 있어 너무 다행입니다 쓰레기 만들지 않아서 더 좋은 거 같습니다
당근마켓,김민석,2022년 3월 9일,5,,다 좋은데 타 지역 제품 사고 싶어서 채팅하고 싶어도 동네인증 하라면서 채팅이 불가하네요 가능하게끔 바꿔주시면 안될까요 ㅠ,다 좋은데 타 지역 제품 사고 싶어서 채팅하고 싶어도 동네인증 하라면서 채팅이 불가하네요 가능하게끔 바꿔주시면 안될까요 ,다 좋은데 타 지역 제품 사고 싶어서 채팅하고 싶어도 동네 인증 하라면서 채팅이 불가하네요 가능하게끔 바꿔주시면 안 될까요
당근마켓,춘자,2022년 5월 2일,5,,안녕하세요 당근마켓만 1년 하고 있는데 이럴게 이상한 오해는 처음 보네요 억울하게 이용 정지를 먹었습니다ㅜㅇㅜ 솔직히 이러니까 너무 당황 스럽네요ㅜㅇㅜ 40 매너정도 되는데 제가 다시 초보처럼 시작하고 싶어서 탈퇴를 했는데 거래하려고 하니 5월5일까지 이용 정지네요 이거를 읽으시면 풀어주세요,안녕하세요 당근마켓만 년 하고 있는데 이럴게 이상한 오해는 처음 보네요 억울하게 이용 정지를 먹었습니다 솔직히 이러니까 너무 당황 스럽네요 매너정도 되는데 제가 다시 초보처럼 시작하고 싶어서 탈퇴를 했는데 거래하려고 하니 월 일까지 이용 정지네요 이거를 읽으시면 풀어주세요,안녕하세요 당근 마켓만 년 하고 있는데 이럴게 이상한 오해는 처음 보네요 억울하게 이용 정지를 먹었습니다 솔직히 이러니까 너무 당황스럽네요 매너 정도 되는데 제가 다시 초보처럼 시작하고 싶어서 탈퇴를 했는데 거래하려고 하니 월 일까지 이용 정지네요 이거를 읽으시면 풀어주세요
당근마켓,황영경,2022년 4월 22일,5,,참좋은 당근입니다 집에 있는 새옷들이 주인찾아가니 기분이 좋은네요,참좋은 당근입니다 집에 있는 새옷들이 주인찾아가니 기분이 좋은네요,참 좋은 당근입니다 집에 있는 새 옷들이 주인 찾아가니 기분이 좋은데요
당근마켓,윤서진,2021년 12월 11일,5,,찜한 상품들을 직접 폴더에 나눠서 정리할 수 있었으면 좋겠어요!,찜한 상품들을 직접 폴더에 나눠서 정리할 수 있었으면 좋겠어요 ,찜 한 상품들을 직접 폴더에 나눠서 정리할 수 있었으면 좋겠어요 
당근마켓,Seunghyun Choi,2021년 3월 24일,4,4.0,"앱 자체는 좋은데 지역 내에서만 거래하다보니 한정적이고, 단순한 정보만 있어서 그런지 의류 거래가 대부분이고 상품 종류별 카테고리도 없어서 뭔가 찾아보기 불편했어요..간단하고 가볍게 중고 거래하는 분들에겐 좋을 것 같아요 :)",앱 자체는 좋은데 지역 내에서만 거래하다보니 한정적이고 단순한 정보만 있어서 그런지 의류 거래가 대부분이고 상품 종류별 카테고리도 없어서 뭔가 찾아보기 불편했어요 간단하고 가볍게 중고 거래하는 분들에겐 좋을 것 같아요 ,앱 자체는 좋은데 지역 내에서만 거래하다 보니 한정적이고 단순한 정보만 있어서 그런지 의류 거래가 대부분이고 상품 종류별 카테고리도 없어서 뭔가 찾아보기 불편했어요 간단하고 가볍게 중고 거래하는 분들에겐 좋을 것 같아요 
당근마켓,haiii하이,2019년 2월 28일,5,,앱 유용하게 잘 사용하고 있습니다! 다만 고객센터 전화가 없어서 바로바로 답변을 받지 못하는 게 아쉽네요 앱으로 문의했는데 답장도 아직 안왔고 언제까지 기다려야하는지 몰라서 조금 아쉬워요...전화대응이 안되시면 언제까지 답변을 연락주겠다고 알려주시면 정말 좋을것 같아요 감사합니다,앱 유용하게 잘 사용하고 있습니다 다만 고객센터 전화가 없어서 바로바로 답변을 받지 못하는 게 아쉽네요 앱으로 문의했는데 답장도 아직 안왔고 언제까지 기다려야하는지 몰라서 조금 아쉬워요 전화대응이 안되시면 언제까지 답변을 연락주겠다고 알려주시면 정말 좋을것 같아요 감사합니다,앱 유용하게 잘 사용하고 있습니다 다만 고객센터 전화가 없어서 바로바로 답변을 받지 못하는 게 아쉽네요 앱으로 문의했는데 답장도 아직 안 왔고 언제까지 기다려야 하는지 몰라서 조금 아쉬워요 전화 대응이 안되시면 언제까지 답변을 연락 주겠다고 알려주시면 정말 좋을 것 같아요 감사합니다
당근마켓,uichan,2021년 10월 1일,1,2.0,별 1개도 아깝습니다 계속 온도가 떨어지길래 연락하니 부적절한 거래를 했다며 온도를 떨어트리는데 악감정이 있나 싶을정도로 몇달간 온도가 60도에서 55도까지 떨어졌습니다 1달동안 나눔만 30개 이상하고 후기도 여러개받았는데 말도안된다고 생각하고 사용자 온도만 계속 떨어트려 스트레스만 받게 하는 어플입니다 쓰지마세요 절대,별 개도 아깝습니다 계속 온도가 떨어지길래 연락하니 부적절한 거래를 했다며 온도를 떨어트리는데 악감정이 있나 싶을정도로 몇달간 온도가 도에서 도까지 떨어졌습니다 달동안 나눔만 개 이상하고 후기도 여러개받았는데 말도안된다고 생각하고 사용자 온도만 계속 떨어트려 스트레스만 받게 하는 어플입니다 쓰지마세요 절대,별 개도 아깝습니다 계속 온도가 떨어지길래 연락하니 부적절한 거래를 했다며 온도를 떨어트리는데 악감정이 있나 싶을 정도로 몇 달간 온도가 도에서 도까지 떨어졌습니다 달 동안 나눔만 개 이상하고 후기도 여러 개 받았는데 말도 안 된다고 생각하고 사용자 온도만 계속 떨어트려 스트레스만 받게 하는 어플입니다 쓰지 마세요 절대
당근마켓,곽꽐라,2020년 4월 15일,5,39.0,다 좋은데... 메인으로 넘어가기나 내가 올린 내용 보기가 없어서 불편해요 그거 보려고 채팅하다가 뒤로가기 누르면 바로 전 채팅내용의 알람이 울려서.... 계속 뒤로가기 누르면 계속 알람이 울리네요.. 그거 외엔 가까이 거래도 가능하고 그래서 사람들이 더 직거래하는더같고 더 믿음직하고 좋습니다~,다 좋은데 메인으로 넘어가기나 내가 올린 내용 보기가 없어서 불편해요 그거 보려고 채팅하다가 뒤로가기 누르면 바로 전 채팅내용의 알람이 울려서 계속 뒤로가기 누르면 계속 알람이 울리네요 그거 외엔 가까이 거래도 가능하고 그래서 사람들이 더 직거래하는더같고 더 믿음직하고 좋습니다 ,다 좋은데 메인으로 넘어가기나 내가 올린 내용 보기가 없어서 불편해요 그거 보려고 채팅하다가 뒤로 가기 누르면 바로 전 채팅 내용의 알람이 울려서 계속 뒤로 가기 누르면 계속 알람이 울리네요 그거 외엔 가까이 거래도 가능하고 그래서 사람들이 더 직거래하는 더 같고 더 믿음직하고 좋습니다 
당근마켓,se-kwang han,2021년 11월 24일,4,61.0,거래 약속 시에는 대화 차단이 안되었으면 좋겠습니다. 약속을 하고 막상 갔더니 나타나지 않고 대화도 차단 시켜서 헛걸음을 몇차례 하게 되었네요. 무분별하게 거래 취소하는 사람들은 활동에 제약이 있는지요? 그리고 HEIF 사진도 등록 할 수 있으면 좋겠습니다.너무 불편하네요.ㅠ,거래 약속 시에는 대화 차단이 안되었으면 좋겠습니다 약속을 하고 막상 갔더니 나타나지 않고 대화도 차단 시켜서 헛걸음을 몇차례 하게 되었네요 무분별하게 거래 취소하는 사람들은 활동에 제약이 있는지요 그리고 HEIF 사진도 등록 할 수 있으면 좋겠습니다 너무 불편하네요 ,거래 약속 시에는 대화 차단이 안되었으면 좋겠습니다 약속을 하고 막상 갔더니 나타나지 않고 대화도 차단 시켜서 헛걸음을 몇 차례 하게 되었네요 무분별하게 거래 취소하는 사람들은 활동에 제약이 있는지요 그리고 HEIF 사진도 등록할 수 있으면 좋겠습니다 너무 불편하네요 
당근마켓,루아,2021년 12월 28일,5,,"정말 잘 사용하고 있습니다. 타 어플은 대부분 직거래하려면 멀리까지 가야하거나 택배거래밖에 할 수 없는 게 불편했는데 당근마켓이 출시되면서 편리하게 거래할 수 있게 되었습니다. 다만 제발 동네생활 자기가 올린 글의 모든 댓글 삭제 가능하게 해주셨으면 합니다... 욕설 없이도 상대방 기분 나쁘게 은근 시비거는 사람들이 너무 많습니다. 신고하기도 애매해서 그 날 기분만 나쁘고 신고하더라도 바로 댓글이 지워지는 것도 아니더라고요. 이 부분 개선해주시면 감사하겠습니다. 앱 자체는 정말 획기적이고 편리해서 자주 사용하고 있습니다. 그리고 리...
전체 리뷰",정말 잘 사용하고 있습니다 타 어플은 대부분 직거래하려면 멀리까지 가야하거나 택배거래밖에 할 수 없는 게 불편했는데 당근마켓이 출시되면서 편리하게 거래할 수 있게 되었습니다 다만 제발 동네생활 자기가 올린 글의 모든 댓글 삭제 가능하게 해주셨으면 합니다 욕설 없이도 상대방 기분 나쁘게 은근 시비거는 사람들이 너무 많습니다 신고하기도 애매해서 그 날 기분만 나쁘고 신고하더라도 바로 댓글이 지워지는 것도 아니더라고요 이 부분 개선해주시면 감사하겠습니다 앱 자체는 정말 획기적이고 편리해서 자주 사용하고 있습니다 그리고 리 전체 리뷰,정말 잘 사용하고 있습니다 타 어플은 대부분 직거래하려면 멀리까지 가야 하거나 택배 거래밖에 할 수 없는 게 불편했는데 당근 마켓이 출시되면서 편리하게 거래할 수 있게 되었습니다 다만 제발 동네 생활 자기가 올린 글의 모든 댓글 삭제 가능하게 해주셨으면 합니다 욕설 없이도 상대방 기분 나쁘게 은근 시비 거는 사람들이 너무 많습니다 신고하기도 애매해서 그날 기분만 나쁘고 신고하더라도 바로 댓글이 지워지는 것도 아니더라고요 이 부분 개선해주시면 감사하겠습니다 앱 자체는 정말 획기적이고 편리해서 자주 사용하고 있습니다 그리고 리 전체 리뷰
당근마켓,Ni Joi,2022년 1월 26일,1,,삭제하고 다시 다운로드를 했는데 로그인 할때 분명히 전화번호를 정확하게 입력을 했는데 인증번호가 계속 않와요.그리고 나서 다시 뒤돌아서 다시 한번 할려고 하는데 뒤돌아가지가 않아요.그리고 전화번호를 몇번이나 계속 입력을 했는데도 인증번호가 않와요.이것을 좀 수정 했으면 좋겠습니다.,삭제하고 다시 다운로드를 했는데 로그인 할때 분명히 전화번호를 정확하게 입력을 했는데 인증번호가 계속 않와요 그리고 나서 다시 뒤돌아서 다시 한번 할려고 하는데 뒤돌아가지가 않아요 그리고 전화번호를 몇번이나 계속 입력을 했는데도 인증번호가 않와요 이것을 좀 수정 했으면 좋겠습니다,삭제하고 다시 다운로드를 했는데 로그인할 때 분명히 전화번호를 정확하게 입력을 했는데 인증번호가 계속 안 와요 그리고 나서 다시 뒤돌아서 다시 한번 하려고 하는데 뒤돌아가지가 않아요 그리고 전화번호를 몇 번이나 계속 입력을 했는데도 인증번호가 안 와요 이것을 좀 수정했으면 좋겠습니다
